rank,timecode,name,note,source_start,source_end,peak,score
97,02:09:25,ASSET #37 84 years.mp4,"Asset suggestion: 84 years.mp4; long wait or dead air gag; long wait or dead air gag; style boost +18; transcript: ""Come sit here, sweetheart. Wait, how does she contact anyone? This is what I'm saying.""",02:09:25,02:09:30,02:09:25,106.00
98,02:09:46,ASSET #38 84 years.mp4,"Asset suggestion: 84 years.mp4; long wait or dead air gag; long wait or dead air gag; style boost +18; transcript: ""I love the voice actor. It's so cool. You know, Doctor, I'm waiting around.""",02:09:46,02:09:55,02:09:46,106.00
99,02:13:16,ASSET #39 84 years.mp4,"Asset suggestion: 84 years.mp4; long wait or dead air gag; long wait or dead air gag; style boost +18; transcript: ""Hey, wait. Yeah.""",02:13:16,02:13:24,02:13:16,106.00
100,02:13:25,ASSET #40 84 years.mp4,"Asset suggestion: 84 years.mp4; long wait or dead air gag; long wait or dead air gag; style boost +18; transcript: ""Wait, I've done it though. I've got the hack.""",02:13:25,02:13:28,02:13:25,106.00
101,02:17:12,AI #16 audio+chat,"Source 02:16:30-02:17:30; peak 02:17:12; score 146.7; audio: scream or yelp candidate, sudden jump +35.5 dB, above local baseline +31.1 dB, near-clipping peak | chat: chat spike +2 messages, 2 active chatter(s); Suggested assets: long wait or dead air gag: 84 years.mp4 (long wait or dead air gag; style boost +18) | long wait or dead air gag: 84 years.mp4 (lo",02:16:30,02:17:30,02:17:12,146.72
102,02:17:35,AI #03 audio+transcript,"Source 02:17:23-02:18:19; peak 02:17:35; score 197.5; audio: scream or yelp candidate, sudden jump +40.6 dB, above local baseline +39.5 dB, near-clipping peak | transcript: fear/surprise phrase, strong reaction phrase, short punchy reaction (What the hell?)",02:17:23,02:18:19,02:17:35,197.53
103,02:18:46,"BIT #27 Possible running bit: ""let's have""","Running bit: Possible running bit: ""let's have""; occurrence 5/7; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""Let's have one game of Faz.""",02:18:38,02:18:57,02:18:46,107.00
104,02:18:57,"BIT #28 Possible running bit: ""love a detective""","Running bit: Possible running bit: ""love a detective""; occurrence 3/7; repeated uncommon multi-word phrase; auto-discovered repeated reference; transcript: ""Oh, well, I love a detective raining night.""",02:18:49,02:19:09,02:18:57,107.00
105,02:19:37,AI #21 audio,"Source 02:19:25-02:19:55; peak 02:19:37; score 125.5; audio: impact or jumpscare candidate, sudden jump +28.3 dB, above local baseline +33.1 dB; Suggested assets: repeat mistake or recurring bit: Not again.mp4 (repeat mistake or recurring bit; style boost +18)",02:19:25,02:19:55,02:19:37,125.54
106,02:20:35,"BIT #29 Possible running bit: ""love a detective""","Running bit: Possible running bit: ""love a detective""; occurrence 4/7; repeated uncommon multi-word phrase; auto-discovered repeated reference; transcript: ""Oh, I love a detective raining night.""",02:20:27,02:20:47,02:20:35,107.00
107,02:20:51,"BIT #30 Possible running bit: ""love a detective""","Running bit: Possible running bit: ""love a detective""; occurrence 7/7; repeated uncommon multi-word phrase; auto-discovered repeated reference; transcript: ""Oh, I love a detective raining.""",02:20:43,02:21:03,02:20:51,107.00
108,02:21:08,"BIT #31 Possible running bit: ""let's have""","Running bit: Possible running bit: ""let's have""; occurrence 6/7; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""Right, let's have a little game there.""",02:21:00,02:21:19,02:21:08,107.00
109,02:21:22,"BIT #32 Possible running bit: ""let's have""","Running bit: Possible running bit: ""let's have""; occurrence 7/7; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""Let's have a cheeky game.""",02:21:14,02:21:33,02:21:22,107.00
110,02:22:00,AI #05 audio+transcript,"Source 02:20:41-02:22:18; peak 02:22:00; score 187.7; audio: scream or yelp candidate, sudden jump +30.6 dB, above local baseline +31.9 dB | transcript: laugh/funny phrase + fear/surprise phrase, strong reaction phrase + strong reaction phrase, vocal reaction word (I can't get it there. / What the hell is that if I chose? / Oh, I forgot how to do all this sh",02:20:41,02:22:18,02:22:00,187.66
111,02:24:10,AI #17 audio+chat,"Source 02:23:58-02:25:05; peak 02:24:10; score 144.3; audio: impact or jumpscare candidate, sudden jump +34.6 dB, above local baseline +31.9 dB | chat: chat spike +2 messages, 2 active chatter(s); Suggested assets: long wait or dead air gag: 84 years.mp4 (long wait or dead air gag; style boost +18)",02:23:58,02:25:05,02:24:10,144.33
112,02:26:06,"BIT #16 Possible running bit: ""can't remember""","Running bit: Possible running bit: ""can't remember""; occurrence 12/12; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""Can't remember which one it is now.""",02:25:58,02:26:17,02:26:06,112.00
113,02:28:28,AI #26 audio,"Source 02:28:16-02:28:47; peak 02:28:28; score 115.7; audio: scream or yelp candidate, sudden jump +37.3 dB, above local baseline +23.7 dB, near-clipping peak; Suggested assets: long wait or dead air gag: 84 years.mp4 (long wait or dead air gag; style boost +18)",02:28:16,02:28:47,02:28:28,115.68
114,02:33:22,AI #39 transcript,"Source 02:33:10-02:33:41; peak 02:33:22; score 47.0; transcript: clip-worthy phrase, vocal reaction word (There's no way I was out enough then.); Suggested assets: wrong direction or navigation fail: Wrong way.mp4 (wrong direction or navigation fail; style boost +20)",02:33:10,02:33:41,02:33:22,47.00
115,02:33:30,ASSET #17 Wrong way.mp4,"Asset suggestion: Wrong way.mp4; wrong direction or navigation fail; wrong direction or navigation fail; style boost +20; transcript: ""No, she's not lost it.""",02:33:30,02:33:32,02:33:30,114.00
116,02:33:45,"BIT #45 Possible running bit: ""don't even""","Running bit: Possible running bit: ""don't even""; occurrence 4/5; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""You know what, though, I don't even mind Tanglewood.""",02:33:37,02:33:57,02:33:45,101.00
117,02:34:22,"BIT #33 Possible running bit: ""don't understand""","Running bit: Possible running bit: ""don't understand""; occurrence 6/7; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""Don't understand.""",02:34:14,02:34:32,02:34:22,107.00
118,02:35:01,ASSET #01 that's-what-she-said.mp4,"Asset suggestion: that's-what-she-said.mp4; innuendo or accidental double entendre, possible That's what she said response; innuendo or accidental double entendre, possible That's what she said response; style boost +35; transcript: ""It wasn't so hard to find which one you are now.""",02:35:01,02:35:03,02:35:01,137.00
119,02:35:44,AI #18 audio+chat,"Source 02:35:15-02:36:05; peak 02:35:44; score 143.1; audio: scream or yelp candidate, sudden jump +31.1 dB, above local baseline +30.4 dB | chat: chat spike +1 messages, 1 reaction keyword(s)",02:35:15,02:36:05,02:35:44,143.07
120,02:37:40,AI #04 audio+transcript,"Source 02:37:06-02:37:58; peak 02:37:40; score 188.0; audio: scream or yelp candidate, sudden jump +25.0 dB, above local baseline +30.2 dB, near-clipping peak | transcript: fear/surprise phrase, strong reaction phrase, short punchy reaction + strong reaction phrase, short punchy reaction (What the hell? / The fuck?)",02:37:06,02:37:58,02:37:40,188.00
121,02:38:09,AI #10 audio+transcript,"Source 02:37:57-02:39:20; peak 02:38:09; score 167.1; audio: scream or yelp candidate, sudden jump +36.1 dB, above local baseline +32.6 dB | transcript: laugh/funny phrase, vocal reaction word + fear/surprise phrase (Oh, I can't save it. / Like, nah, I hate this.); Suggested assets: self-own or bad decision, possible facepalm/stupidity insert: Face palm.mp4 ",02:37:57,02:39:20,02:38:09,167.08
122,02:39:26,ASSET #09 Face palm.mp4,"Asset suggestion: Face palm.mp4; self-own or bad decision, possible facepalm/stupidity insert; self-own or bad decision, possible facepalm/stupidity insert; style boost +30; transcript: ""but it's just stupid to me.""",02:39:26,02:39:27,02:39:26,126.00
123,02:41:18,"BIT #17 Possible running bit: ""hype train""","Running bit: Possible running bit: ""hype train""; occurrence 8/9; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""Thank you for the hype train.""",02:41:10,02:41:31,02:41:18,112.00
124,02:41:33,"BIT #18 Possible running bit: ""hype train""","Running bit: Possible running bit: ""hype train""; occurrence 9/9; repeated two-word proper/reference phrase; auto-discovered repeated reference; transcript: ""And, you know, between the two of you getting the biggest hype train""",02:41:25,02:41:48,02:41:33,112.00
125,02:41:54,ASSET #02 that's-what-she-said.mp4,"Asset suggestion: that's-what-she-said.mp4; innuendo or accidental double entendre, possible That's what she said response; innuendo or accidental double entendre, possible That's what she said response; style boost +35; transcript: ""I'll put it in my little diary so we can read back on it next year.""",02:41:54,02:41:57,02:41:54,137.00
